MATCH_ID,SEASON,DATE,HOME_TEAM,AWAY_TEAM,STADIUM,HOME_TEAM_SCORE,AWAY_TEAM_SCORE,PENALTY_SHOOT_OUT,ATTENDANCE
mt536,2017-2018,18-10-2017,Juventus,Sporting CP,Allianz Stadium,2,1,0,36288
mt537,2017-2018,31-10-2017,Olympiakos Piraeus,FC Barcelona,Georgios Karaiskakis,0,0,0,31600
mt538,2017-2018,31-10-2017,Sporting CP,Juventus,Estádio José Alvalade,1,1,0,48442
mt539,2017-2018,22-11-2017,Juventus,FC Barcelona,Allianz Stadium,0,0,0,40876
mt540,2017-2018,22-11-2017,Sporting CP,Olympiakos Piraeus,Estádio José Alvalade,3,1,0,42528
mt541,2017-2018,05-12-2017,FC Barcelona,Sporting CP,Spotify Camp Nou,2,0,0,48336
mt542,2017-2018,05-12-2017,Olympiakos Piraeus,Juventus,Georgios Karaiskakis,0,2,0,29567
mt543,2017-2018,13-09-2017,Liverpool FC,Sevilla FC,Anfield,2,2,0,52332
mt544,2017-2018,13-09-2017,NK Maribor,Spartak Moskva,Ljudski vrt,1,1,0,12566
mt545,2017-2018,26-09-2017,Spartak Moskva,Liverpool FC,Otkrytie Arena,1,1,0,43376
mt546,2017-2018,26-09-2017,Sevilla FC,NK Maribor,Ramón Sánchez Pizjuán,3,0,0,34705
mt547,2017-2018,17-10-2017,Spartak Moskva,Sevilla FC,Otkrytie Arena,5,1,0,44307
mt548,2017-2018,17-10-2017,NK Maribor,Liverpool FC,Ljudski vrt,0,7,0,12506
mt549,2017-2018,01-11-2017,Sevilla FC,Spartak Moskva,Ramón Sánchez Pizjuán,2,1,0,38002
mt550,2017-2018,01-11-2017,Liverpool FC,NK Maribor,Anfield,3,0,0,47957
mt551,2017-2018,21-11-2017,Spartak Moskva,NK Maribor,Otkrytie Arena,1,1,0,42920
mt552,2017-2018,21-11-2017,Sevilla FC,Liverpool FC,Ramón Sánchez Pizjuán,3,3,0,39495
mt553,2017-2018,06-12-2017,Liverpool FC,Spartak Moskva,Anfield,7,0,0,48779
mt554,2017-2018,06-12-2017,NK Maribor,Sevilla FC,Ljudski vrt,1,1,0,11976
mt555,2017-2018,13-09-2017,Shakhtar Donetsk,SSC Napoli,Metalist Stadion,2,1,0,32679
mt556,2017-2018,13-09-2017,Feyenoord,Manchester City,De Kuip,0,4,0,43500
mt557,2017-2018,26-09-2017,Manchester City,Shakhtar Donetsk,Etihad Stadium,2,0,0,45310
mt558,2017-2018,26-09-2017,SSC Napoli,Feyenoord,Diego Maradona,3,1,0,22577
mt559,2017-2018,17-10-2017,Manchester City,SSC Napoli,Etihad Stadium,2,1,0,48520
mt560,2017-2018,17-10-2017,Feyenoord,Shakhtar Donetsk,De Kuip,1,2,0,43500
mt561,2017-2018,01-11-2017,SSC Napoli,Manchester City,Diego Maradona,2,4,0,44483
mt562,2017-2018,01-11-2017,Shakhtar Donetsk,Feyenoord,Metalist Stadion,3,1,0,24570
mt563,2017-2018,21-11-2017,SSC Napoli,Shakhtar Donetsk,Diego Maradona,3,0,0,10573
mt564,2017-2018,21-11-2017,Manchester City,Feyenoord,Etihad Stadium,1,0,0,43548
mt565,2017-2018,06-12-2017,Shakhtar Donetsk,Manchester City,Metalist Stadion,2,1,0,33154
mt566,2017-2018,06-12-2017,Feyenoord,SSC Napoli,De Kuip,2,1,0,36500
mt567,2017-2018,13-09-2017,FC Porto,Beşiktaş,Estádio do Dragão,1,3,0,42429
mt568,2017-2018,13-09-2017,RB Leipzig,AS Monaco,Red Bull Arena,1,1,0,40068
mt569,2017-2018,26-09-2017,AS Monaco,FC Porto,Stade Louis II,0,3,0,11703
mt570,2017-2018,26-09-2017,Beşiktaş,RB Leipzig,Vodafone Park,2,0,0,36641
mt571,2017-2018,17-10-2017,AS Monaco,Beşiktaş,Stade Louis II,1,2,0,7403
mt572,2017-2018,17-10-2017,RB Leipzig,FC Porto,Red Bull Arena,3,2,0,41496
mt573,2017-2018,01-11-2017,Beşiktaş,AS Monaco,Vodafone Park,1,1,0,39346
mt574,2017-2018,01-11-2017,FC Porto,RB Leipzig,Estádio do Dragão,3,1,0,41616
mt575,2017-2018,21-11-2017,Beşiktaş,FC Porto,Vodafone Park,1,1,0,36919
mt576,2017-2018,21-11-2017,AS Monaco,RB Leipzig,Stade Louis II,1,4,0,9029
mt577,2017-2018,06-12-2017,FC Porto,AS Monaco,Estádio do Dragão,5,2,0,42509
mt578,2017-2018,06-12-2017,RB Leipzig,Beşiktaş,Red Bull Arena,1,2,0,42558
mt579,2017-2018,13-09-2017,Tottenham Hotspur,Borussia Dortmund,Wembley Stadium,3,1,0,67343
mt580,2017-2018,13-09-2017,Real Madrid,APOEL Nikosia,Santiago Bernabéu,3,0,0,71060
mt581,2017-2018,26-09-2017,Borussia Dortmund,Real Madrid,Signal Iduna Park,1,3,0,65849
mt582,2017-2018,26-09-2017,APOEL Nikosia,Tottenham Hotspur,Neo GSP Stadium,0,3,0,16324
mt583,2017-2018,17-10-2017,Real Madrid,Tottenham Hotspur,Santiago Bernabéu,1,1,0,76589
mt584,2017-2018,17-10-2017,APOEL Nikosia,Borussia Dortmund,Neo GSP Stadium,1,1,0,15604
mt585,2017-2018,01-11-2017,Tottenham Hotspur,Real Madrid,Wembley Stadium,3,1,0,83782
mt586,2017-2018,01-11-2017,Borussia Dortmund,APOEL Nikosia,Signal Iduna Park,1,1,0,64509
mt587,2017-2018,21-11-2017,Borussia Dortmund,Tottenham Hotspur,Signal Iduna Park,1,2,0,65849
mt588,2017-2018,21-11-2017,APOEL Nikosia,Real Madrid,Neo GSP Stadium,0,6,0,19705
mt589,2017-2018,06-12-2017,Real Madrid,Borussia Dortmund,Santiago Bernabéu,3,2,0,73323
mt590,2017-2018,06-12-2017,Tottenham Hotspur,APOEL Nikosia,Wembley Stadium,3,0,0,42679
mt591,2017-2018,13-02-2018,Juventus,Tottenham Hotspur,Allianz Stadium,2,2,0,41232
mt592,2017-2018,13-02-2018,FC Basel,Manchester City,St. Jakob-Park,0,4,0,36000
mt593,2017-2018,14-02-2018,FC Porto,Liverpool FC,Estádio do Dragão,0,5,0,47718
mt594,2017-2018,14-02-2018,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,3,1,0,78158
mt595,2017-2018,20-02-2018,Chelsea FC,FC Barcelona,Stamford Bridge,1,1,0,37741
mt596,2017-2018,20-02-2018,Bayern München,Beşiktaş,Allianz Arena,5,0,0,70000
mt597,2017-2018,21-02-2018,Sevilla FC,Manchester United,Ramón Sánchez Pizjuán,0,0,0,39725
mt598,2017-2018,21-02-2018,Shakhtar Donetsk,AS Roma,Metalist Stadion,2,1,0,35124
mt599,2017-2018,06-03-2018,Liverpool FC,FC Porto,Anfield,0,0,0,48768
mt600,2017-2018,06-03-2018,Paris Saint-Germain,Real Madrid,Parc des Princes,1,2,0,46585
mt601,2017-2018,07-03-2018,Tottenham Hotspur,Juventus,Wembley Stadium,1,2,0,84010
mt602,2017-2018,07-03-2018,Manchester City,FC Basel,Etihad Stadium,1,2,0,49411
mt603,2017-2018,13-03-2018,Manchester United,Sevilla FC,Old Trafford,1,2,0,74909
mt604,2017-2018,13-03-2018,AS Roma,Shakhtar Donetsk,Olimpico,1,0,0,47693
mt605,2017-2018,14-03-2018,Beşiktaş,Bayern München,Vodafone Park,1,3,0,36885
mt606,2017-2018,14-03-2018,FC Barcelona,Chelsea FC,Spotify Camp Nou,3,0,0,97183
mt607,2017-2018,03-04-2018,Sevilla FC,Bayern München,Ramón Sánchez Pizjuán,1,2,0,40635
mt608,2017-2018,03-04-2018,Juventus,Real Madrid,Allianz Stadium,0,3,0,40849
mt609,2017-2018,04-04-2018,FC Barcelona,AS Roma,Spotify Camp Nou,4,1,0,90106
mt610,2017-2018,04-04-2018,Liverpool FC,Manchester City,Anfield,3,0,0,50685
mt611,2017-2018,10-04-2018,AS Roma,FC Barcelona,Olimpico,3,0,0,56580
mt612,2017-2018,10-04-2018,Manchester City,Liverpool FC,Etihad Stadium,1,2,0,53461
mt613,2017-2018,11-04-2018,Bayern München,Sevilla FC,Allianz Arena,0,0,0,70000
mt614,2017-2018,11-04-2018,Real Madrid,Juventus,Santiago Bernabéu,1,3,0,75796
mt615,2017-2018,24-04-2018,Liverpool FC,AS Roma,Anfield,5,2,0,51236
mt616,2017-2018,25-04-2018,Bayern München,Real Madrid,Allianz Arena,1,2,0,70000
mt617,2017-2018,01-05-2018,Real Madrid,Bayern München,Santiago Bernabéu,2,2,0,77459
mt618,2017-2018,02-05-2018,AS Roma,Liverpool FC,Olimpico,4,2,0,61889
mt619,2017-2018,26-05-2018,Real Madrid,Liverpool FC,Olimpiyskyi,3,1,0,61561
mt620,2016-2017,13-09-2016,FC Basel,PFC Ludogorets Razgrad,St. Jakob-Park,1,1,0,30852
mt621,2016-2017,13-09-2016,Paris Saint-Germain,Arsenal FC,Parc des Princes,1,1,0,46440
mt622,2016-2017,28-09-2016,Arsenal FC,FC Basel,Emirates Stadium,2,0,0,59993
mt623,2016-2017,28-09-2016,PFC Ludogorets Razgrad,Paris Saint-Germain,Vasil Levski,1,3,0,17155
mt624,2016-2017,19-10-2016,Arsenal FC,PFC Ludogorets Razgrad,Emirates Stadium,6,0,0,59944
mt625,2016-2017,19-10-2016,Paris Saint-Germain,FC Basel,Parc des Princes,3,0,0,46488
mt626,2016-2017,01-11-2016,FC Basel,Paris Saint-Germain,St. Jakob-Park,1,2,0,34639
mt627,2016-2017,01-11-2016,PFC Ludogorets Razgrad,Arsenal FC,Vasil Levski,2,3,0,30862
mt628,2016-2017,23-11-2016,Arsenal FC,Paris Saint-Germain,Emirates Stadium,2,2,0,59628
mt629,2016-2017,23-11-2016,PFC Ludogorets Razgrad,FC Basel,Vasil Levski,0,0,0,20821
mt630,2016-2017,06-12-2016,FC Basel,Arsenal FC,St. Jakob-Park,1,4,0,36000
mt631,2016-2017,06-12-2016,Paris Saint-Germain,PFC Ludogorets Razgrad,Parc des Princes,2,2,0,42650
mt632,2016-2017,13-09-2016,Dinamo Kiev,SSC Napoli,Olimpiyskyi,1,2,0,35137
mt633,2016-2017,13-09-2016,SL Benfica,Beşiktaş,Estádio da Luz,1,1,0,42126
mt634,2016-2017,28-09-2016,Beşiktaş,Dinamo Kiev,Vodafone Park,1,1,0,33938
mt635,2016-2017,28-09-2016,SSC Napoli,SL Benfica,Diego Maradona,4,2,0,41281
mt636,2016-2017,19-10-2016,Dinamo Kiev,SL Benfica,Olimpiyskyi,0,2,0,25991
mt637,2016-2017,19-10-2016,SSC Napoli,Beşiktaş,Diego Maradona,2,3,0,28502
mt638,2016-2017,01-11-2016,Beşiktaş,SSC Napoli,Vodafone Park,1,1,0,35552
mt639,2016-2017,01-11-2016,SL Benfica,Dinamo Kiev,Estádio da Luz,1,0,0,51641
mt640,2016-2017,23-11-2016,Beşiktaş,SL Benfica,Vodafone Park,3,3,0,36063
mt641,2016-2017,23-11-2016,SSC Napoli,Dinamo Kiev,Diego Maradona,0,0,0,33736
mt642,2016-2017,06-12-2016,Dinamo Kiev,Beşiktaş,Olimpiyskyi,6,0,0,14036
mt643,2016-2017,06-12-2016,SL Benfica,SSC Napoli,Estádio da Luz,1,2,0,55634
mt644,2016-2017,13-09-2016,FC Barcelona,Celtic FC,Spotify Camp Nou,7,0,0,73290
mt645,2016-2017,14-09-2016,Manchester City,Bor. Mönchengladbach,Etihad Stadium,4,0,0,30270
mt646,2016-2017,28-09-2016,Bor. Mönchengladbach,FC Barcelona,Borussia-Park,1,2,0,46283
mt647,2016-2017,28-09-2016,Celtic FC,Manchester City,Celtic Park,3,3,0,57592
mt648,2016-2017,19-10-2016,Celtic FC,Bor. Mönchengladbach,Celtic Park,0,2,0,57814
mt649,2016-2017,19-10-2016,FC Barcelona,Manchester City,Spotify Camp Nou,4,0,0,96290
mt650,2016-2017,01-11-2016,Bor. Mönchengladbach,Celtic FC,Borussia-Park,1,1,0,46283
mt651,2016-2017,01-11-2016,Manchester City,FC Barcelona,Etihad Stadium,3,1,0,53340
mt652,2016-2017,23-11-2016,Bor. Mönchengladbach,Manchester City,Borussia-Park,1,1,0,45921
mt653,2016-2017,23-11-2016,Celtic FC,FC Barcelona,Celtic Park,0,2,0,57937
mt654,2016-2017,06-12-2016,FC Barcelona,Bor. Mönchengladbach,Spotify Camp Nou,4,0,0,67157
mt655,2016-2017,06-12-2016,Manchester City,Celtic FC,Etihad Stadium,1,1,0,51297
mt656,2016-2017,13-09-2016,Bayern München,FK Rostov,Allianz Arena,5,0,0,70000
mt657,2016-2017,13-09-2016,PSV Eindhoven,Atlético Madrid,Philips Stadion,0,1,0,33989
mt658,2016-2017,28-09-2016,Atlético Madrid,Bayern München,Vicente Calderón,1,0,0,48242
mt659,2016-2017,28-09-2016,FK Rostov,PSV Eindhoven,Olimp – 2,2,2,0,12646
mt660,2016-2017,19-10-2016,Bayern München,PSV Eindhoven,Allianz Arena,4,1,0,70000
mt661,2016-2017,19-10-2016,FK Rostov,Atlético Madrid,Olimp – 2,0,1,0,15400
mt662,2016-2017,01-11-2016,Atlético Madrid,FK Rostov,Vicente Calderón,2,1,0,40392
mt663,2016-2017,01-11-2016,PSV Eindhoven,Bayern München,Philips Stadion,1,2,0,35000
mt664,2016-2017,23-11-2016,FK Rostov,Bayern München,Olimp – 2,3,2,0,15211
mt665,2016-2017,23-11-2016,Atlético Madrid,PSV Eindhoven,Vicente Calderón,2,0,0,37891
mt666,2016-2017,06-12-2016,Bayern München,Atlético Madrid,Allianz Arena,1,0,0,70000
mt667,2016-2017,06-12-2016,PSV Eindhoven,FK Rostov,Philips Stadion,0,0,0,33400
mt668,2016-2017,14-09-2016,Bayer Leverkusen,CSKA Moskva,BayArena,2,2,0,23459
mt669,2016-2017,14-09-2016,Tottenham Hotspur,AS Monaco,Wembley Stadium,1,2,0,85011
mt670,2016-2017,27-09-2016,AS Monaco,Bayer Leverkusen,Stade Louis II,1,1,0,8100
mt671,2016-2017,27-09-2016,CSKA Moskva,Tottenham Hotspur,Arena Khimki,0,1,0,26153
mt672,2016-2017,18-10-2016,Bayer Leverkusen,Tottenham Hotspur,BayArena,0,0,0,28887
mt673,2016-2017,18-10-2016,CSKA Moskva,AS Monaco,VEB Arena,1,1,0,24125
mt674,2016-2017,02-11-2016,AS Monaco,CSKA Moskva,Stade Louis II,3,0,0,10029
mt675,2016-2017,02-11-2016,Tottenham Hotspur,Bayer Leverkusen,Wembley Stadium,0,1,0,85512
mt676,2016-2017,22-11-2016,CSKA Moskva,Bayer Leverkusen,VEB Arena,1,1,0,19164
mt677,2016-2017,22-11-2016,AS Monaco,Tottenham Hotspur,Stade Louis II,2,1,0,13100
mt678,2016-2017,07-12-2016,Bayer Leverkusen,AS Monaco,BayArena,3,0,0,21928
mt679,2016-2017,07-12-2016,Tottenham Hotspur,CSKA Moskva,Wembley Stadium,3,1,0,62034
mt680,2016-2017,14-09-2016,Legia Warszawa,Borussia Dortmund,Stadion Wojska Polskiego,0,6,0,27304
mt681,2016-2017,14-09-2016,Real Madrid,Sporting CP,Santiago Bernabéu,2,1,0,72179
mt682,2016-2017,27-09-2016,Borussia Dortmund,Real Madrid,Signal Iduna Park,2,2,0,65849
mt683,2016-2017,27-09-2016,Sporting CP,Legia Warszawa,Estádio José Alvalade,2,0,0,40094
mt684,2016-2017,18-10-2016,Real Madrid,Legia Warszawa,Santiago Bernabéu,5,1,0,70251
mt685,2016-2017,18-10-2016,Sporting CP,Borussia Dortmund,Estádio José Alvalade,1,2,0,46609
mt686,2016-2017,02-11-2016,Borussia Dortmund,Sporting CP,Signal Iduna Park,1,0,0,65849
mt687,2016-2017,02-11-2016,Legia Warszawa,Real Madrid,Stadion Wojska Polskiego,3,3,0,0
mt688,2016-2017,22-11-2016,Borussia Dortmund,Legia Warszawa,Signal Iduna Park,8,4,0,55094
mt689,2016-2017,22-11-2016,Sporting CP,Real Madrid,Estádio José Alvalade,1,2,0,50046
mt690,2016-2017,07-12-2016,Legia Warszawa,Sporting CP,Stadion Wojska Polskiego,1,0,0,28232
mt691,2016-2017,07-12-2016,Real Madrid,Borussia Dortmund,Santiago Bernabéu,2,2,0,76894
mt692,2016-2017,14-09-2016,Club Brugge KV,Leicester City,Jan Breydel Stadion,0,3,0,20970
mt693,2016-2017,14-09-2016,FC Porto,FC København,Estádio do Dragão,1,1,0,34325
mt694,2016-2017,27-09-2016,FC København,Club Brugge KV,Telia Parken,4,0,0,25605
mt695,2016-2017,27-09-2016,Leicester City,FC Porto,King Power Stadium,1,0,0,31805
mt696,2016-2017,18-10-2016,Club Brugge KV,FC Porto,Jan Breydel Stadion,1,2,0,23325
mt697,2016-2017,18-10-2016,Leicester City,FC København,King Power Stadium,1,0,0,31037
mt698,2016-2017,02-11-2016,FC København,Leicester City,Telia Parken,0,0,0,34146
mt699,2016-2017,02-11-2016,FC Porto,Club Brugge KV,Estádio do Dragão,1,0,0,32310
mt700,2016-2017,22-11-2016,FC København,FC Porto,Telia Parken,0,0,0,32036
mt701,2016-2017,22-11-2016,Leicester City,Club Brugge KV,King Power Stadium,2,1,0,31443
mt702,2016-2017,07-12-2016,Club Brugge KV,FC København,Jan Breydel Stadion,0,2,0,18981
mt703,2016-2017,07-12-2016,FC Porto,Leicester City,Estádio do Dragão,5,0,0,39310
mt704,2016-2017,14-09-2016,Juventus,Sevilla FC,Allianz Stadium,0,0,0,33261
mt705,2016-2017,14-09-2016,Olympique Lyon,Dinamo Zagreb,Groupama Stadium,3,0,0,43754
mt706,2016-2017,27-09-2016,Dinamo Zagreb,Juventus,Maksimir,0,4,0,23875
mt707,2016-2017,27-09-2016,Sevilla FC,Olympique Lyon,Ramón Sánchez Pizjuán,1,0,0,36741
mt708,2016-2017,18-10-2016,Dinamo Zagreb,Sevilla FC,Maksimir,0,1,0,6021
mt709,2016-2017,18-10-2016,Olympique Lyon,Juventus,Groupama Stadium,0,1,0,53907
mt710,2016-2017,02-11-2016,Juventus,Olympique Lyon,Allianz Stadium,1,1,0,40356
mt711,2016-2017,02-11-2016,Sevilla FC,Dinamo Zagreb,Ramón Sánchez Pizjuán,4,0,0,35215
mt712,2016-2017,22-11-2016,Dinamo Zagreb,Olympique Lyon,Maksimir,0,1,0,7834
mt713,2016-2017,22-11-2016,Sevilla FC,Juventus,Ramón Sánchez Pizjuán,1,3,0,38942
mt714,2016-2017,07-12-2016,Juventus,Dinamo Zagreb,Allianz Stadium,2,0,0,39380
mt715,2016-2017,07-12-2016,Olympique Lyon,Sevilla FC,Groupama Stadium,0,0,0,52423
mt716,2016-2017,14-02-2017,SL Benfica,Borussia Dortmund,Estádio da Luz,1,0,0,55124
mt717,2016-2017,14-02-2017,Paris Saint-Germain,FC Barcelona,Parc des Princes,4,0,0,46484
mt718,2016-2017,15-02-2017,Real Madrid,SSC Napoli,Santiago Bernabéu,3,1,0,78000
mt719,2016-2017,15-02-2017,Bayern München,Arsenal FC,Allianz Arena,5,1,0,70000
mt720,2016-2017,21-02-2017,Manchester City,AS Monaco,Etihad Stadium,5,3,0,53351
mt721,2016-2017,21-02-2017,Bayer Leverkusen,Atlético Madrid,BayArena,2,4,0,29300
mt722,2016-2017,22-02-2017,FC Porto,Juventus,Estádio do Dragão,0,2,0,49229
mt723,2016-2017,22-02-2017,Sevilla FC,Leicester City,Ramón Sánchez Pizjuán,2,1,0,38834
mt724,2016-2017,07-03-2017,SSC Napoli,Real Madrid,Diego Maradona,1,3,0,56695
mt725,2016-2017,07-03-2017,Arsenal FC,Bayern München,Emirates Stadium,1,5,0,59911
mt726,2016-2017,08-03-2017,Borussia Dortmund,SL Benfica,Signal Iduna Park,4,0,0,65849
mt727,2016-2017,08-03-2017,FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,6,1,0,96290
mt728,2016-2017,14-03-2017,Juventus,FC Porto,Allianz Stadium,1,0,0,41161
mt729,2016-2017,14-03-2017,Leicester City,Sevilla FC,King Power Stadium,2,0,0,31520
mt730,2016-2017,15-03-2017,AS Monaco,Manchester City,Stade Louis II,3,1,0,15700
mt731,2016-2017,15-03-2017,Atlético Madrid,Bayer Leverkusen,Vicente Calderón,0,0,0,49133
mt732,2016-2017,11-04-2017,Juventus,FC Barcelona,Allianz Stadium,3,0,0,41092
mt733,2016-2017,12-04-2017,Borussia Dortmund,AS Monaco,Signal Iduna Park,2,3,0,65849
mt734,2016-2017,12-04-2017,Atlético Madrid,Leicester City,Vicente Calderón,1,0,0,51423
mt735,2016-2017,12-04-2017,Bayern München,Real Madrid,Allianz Arena,1,2,0,70000
mt736,2016-2017,18-04-2017,Leicester City,Atlético Madrid,King Power Stadium,1,1,0,31548
mt737,2016-2017,18-04-2017,Real Madrid,Bayern München,Santiago Bernabéu,4,2,0,78346
mt738,2016-2017,19-04-2017,FC Barcelona,Juventus,Spotify Camp Nou,0,0,0,96290
mt739,2016-2017,19-04-2017,AS Monaco,Borussia Dortmund,Stade Louis II,3,1,0,17135
mt740,2016-2017,02-05-2017,Real Madrid,Atlético Madrid,Santiago Bernabéu,3,0,0,77609
mt741,2016-2017,03-05-2017,AS Monaco,Juventus,Stade Louis II,0,2,0,16762
mt742,2016-2017,09-05-2017,Juventus,AS Monaco,Allianz Stadium,2,1,0,40244
mt743,2016-2017,10-05-2017,Atlético Madrid,Real Madrid,Vicente Calderón,2,1,0,53422
mt744,2016-2017,03-06-2017,Juventus,Real Madrid,Millennium,1,4,0,65842
